state	power	likelihood
12600	0.000104858	-1049.51
12700	0.000104858	-1532.46
12800	0.000104858	-1056.75
12900	0.000104858	-1256.39
13000	0.000104858	-703.168
13100	0.000104858	-497.431
13200	0.000104858	-742.853
13300	0.000104858	-842.35
13400	0.000104858	-1134.15
13500	0.000104858	-1214.17
13600	0.000104858	-1588.01
13700	0.000104858	-908.545
13800	0.000104858	-1265.22
13900	0.000104858	-819.619
14000	0.000104858	-2502.29
14100	0.000104858	-1344.34
14200	0.000104858	-3347.2
14300	0.000104858	-1588.4
14400	0.000104858	-636.245
14500	0.000104858	-1526.51
14600	0.000104858	-1029.5
14700	0.000104858	-462.081
14800	0.000104858	-860.066
14900	0.000104858	-1323.13
15000	0.000104858	-859.928
15100	0.000104858	-906.079
15200	0.000104858	-697.312
15300	0.000104858	-1166.68
15400	0.000104858	-1724.37
15500	0.000104858	-801.22
15600	0.000104858	-1455.95
15700	0.000104858	-1352.71
15800	0.000104858	-949.224
15900	0.000104858	-546.581
16000	0.000104858	-1010.31
16100	0.000104858	-682.999
16200	0.000104858	-894.034
16300	0.000104858	-878.012
16400	0.000104858	-973.067
16500	0.000104858	-844.516
16600	0.000104858	-625.151
16700	0.000104858	-864.697
16800	0.000104858	-1548.64
16900	0.000104858	-1986.53
17000	0.000104858	-664.778
17100	0.000104858	-1510.2
17200	0.000104858	-957.781
17300	0.000104858	-1234.34
17400	0.000104858	-914.909
17500	0.000104858	-1402.45
17600	0.000104858	-739.417
17700	0.000104858	-1091.47
17800	0.000104858	-557.878
17900	0.000104858	-688.405
18000	0.000104858	-809.488
18100	0.000104858	-888.284
18200	0.000104858	-766.096
18300	0.000104858	-1472.83
18400	0.000104858	-418.939
18500	0.000104858	-1549.13
18600	0.000104858	-874.993
18700	0.000104858	-821.332
18800	0.000104858	-1963.83
18900	0.000104858	-1318.43
19000	0.000104858	-1487.07
19100	0.000104858	-781.478
19200	0.000104858	-1066.6
19300	0.000104858	-782.258
19400	0.000104858	-1614.95
19500	0.000104858	-692.174
19600	0.000104858	-555.166
19700	0.000104858	-936.944
19800	0.000104858	-1114.2
19900	0.000104858	-536.356
20000	0.000104858	-1483.57
20100	0.000104858	-1271.41
20200	0.000104858	-1098.54
20300	0.000104858	-1756.15
20400	0.000104858	-1455.91
20500	0.000104858	-701.107
20600	0.000104858	-1732.78
20700	0.000104858	-755.057
20800	0.000104858	-459.365
20900	0.000104858	-533.865
21000	0.000104858	-1024.67
21100	0.000104858	-971.478
21200	0.000104858	-1118.39
21300	0.000104858	-1383.9
21400	0.000104858	-1098.21
21500	0.000104858	-891.029
21600	0.000104858	-463.472
21700	0.000104858	-837.47
21800	0.000104858	-1008.17
21900	0.000104858	-644.991
22000	0.000104858	-1438.38
22100	0.000104858	-891.359
22200	0.000104858	-2890.04
22300	0.000104858	-1307.7
22400	0.000104858	-2618.32
22500	0.000104858	-1385.66
22600	0.000104858	-1198.46
22700	0.000104858	-782.244
22800	0.000104858	-572.65
22900	0.000104858	-807.151
23000	0.000104858	-595.364
23100	0.000104858	-569.573
23200	0.000104858	-580.546
23300	0.000104858	-1271.81
23400	0.000104858	-1086.48
23500	0.000104858	-1451.08
23600	0.000104858	-1015.17
23700	0.000104858	-1341.86
23800	0.000104858	-1055.06
23900	0.000104858	-2756.3
24000	0.000104858	-1752.7
24100	0.000104858	-573.667
24200	0.000104858	-884.745
24300	0.000104858	-652.39
24400	0.000104858	-968.416
24500	0.000104858	-2333.63
24600	0.000104858	-2324.54
24700	0.000104858	-1379.75
24800	0.000104858	-1226.19
24900	0.000104858	-1335.04
25000	0.000104858	-956.547
25100	0.000104858	-2154.68
25200	0.000104858	-1627.69
25300	0.000104858	-1090.7
25400	0.000104858	-1098.67
25500	0.000104858	-1262.96
25600	0.000104858	-597.823
25700	0.000104858	-787.894
25800	0.000104858	-1230.68
25900	0.000104858	-486.386
26000	0.000104858	-916.536
26100	0.000104858	-1189.33
26200	0.000104858	-1144.99
26300	0.000104858	-1317.78
26400	0.000104858	-1271.01
26500	0.000104858	-411.538
26600	0.000104858	-1027.85
26700	0.000104858	-1879.08
26800	0.000104858	-1492.72
26900	0.000104858	-1030.47
27000	0.000104858	-1619.86
27100	0.000104858	-1102.88
27200	0.000104858	-734.193
27300	0.000104858	-631.525
27400	0.000104858	-675.188
27500	0.000104858	-860.93
27600	0.000104858	-1164.4
27700	0.000104858	-850.182
27800	0.000104858	-955.647
27900	0.000104858	-1320.87
28000	0.000104858	-937.382
28100	0.000104858	-1098.85
28200	0.000104858	-1594.43
28300	0.000104858	-1079.87
28400	0.000104858	-735.542
28500	0.000104858	-732.026
28600	0.000104858	-886.556
28700	0.000104858	-2179.28
28800	0.000104858	-2262.57
28900	0.000104858	-1106.39
29000	0.000104858	-1071.85
29100	0.000104858	-931.382
29200	0.000104858	-649.466
29300	0.000104858	-625.532
29400	0.000104858	-1443.94
29500	0.000104858	-1013.17
29600	0.000104858	-1060.34
29700	0.000104858	-810.11
29800	0.000104858	-1012.06
29900	0.000104858	-838.705
30000	0.000104858	-454.888
30100	0.000104858	-837.092
30200	0.000104858	-1420.25
30300	0.000104858	-960.18
30400	0.000104858	-797.903
30500	0.000104858	-1219.64
30600	0.000104858	-1114.67
30700	0.000104858	-828.215
30800	0.000104858	-768.908
30900	0.000104858	-2363.92
31000	0.000104858	-901.192
31100	0.000104858	-1187.48
31200	0.000104858	-2138.82
31300	0.000104858	-760.869
31400	0.000104858	-954.785
31500	0.000104858	-1034
31600	0.000104858	-2083.75
31700	0.000104858	-1075.94
31800	0.000104858	-1145.22
31900	0.000104858	-1544.45
32000	0.000104858	-791.758
32100	0.000104858	-742.028
32200	0.000104858	-832.095
32300	0.000104858	-2729.32
32400	0.000104858	-615.876
32500	0.000104858	-3010.88
32600	0.000104858	-881.863
32700	0.000104858	-1824.02
32800	0.000104858	-1264.57
32900	0.000104858	-1776.44
33000	0.000104858	-1739.01
33100	0.000104858	-2505.75
33200	0.000104858	-507.294
33300	0.000104858	-588.489
